,calories,parsed_ingredients
388,242.0,"[387, 270, 110, 83, 50, 43, 21]"
389,543.0,"[882, 352, 274, 265, 36, 27, 21, 0]"
390,763.0,"[902, 458, 375, 347, 282, 274, 100, 23, 21, 0]"
391,249.0,"[97, 60, 57, 27, 0]"
392,565.0,"[882, 691, 405, 393, 364, 357, 304, 247, 242, 97, 82, 75, 61, 60, 50, 13, 0, 0, 0]"
393,122.0,"[882, 575, 336, 318, 282, 274, 180, 32, 19, 18]"
394,119.0,"[190, 50]"
395,202.0,"[589, 405, 263, 75, 50]"
396,85.0,"[589, 270, 231, 175, 150, 46, 21, 17]"
397,331.0,"[617, 562, 486, 304, 61, 50, 46]"
398,164.0,"[423, 128, 100, 89, 78, 21, 17, 0]"
399,169.0,"[882, 584, 405, 284, 231, 72, 67, 51, 27, 21, 16, 0]"
400,48.0,"[522, 231, 78, 57, 48, 21]"
401,159.0,"[882, 103, 66, 18]"
402,269.0,"[692, 353, 242, 61, 19, 0]"
403,99.0,"[882, 720, 405, 364, 131, 66, 61, 40, 16, 0]"
404,257.0,"[411, 364, 304, 116, 97, 44, 37, 27, 0]"
405,182.0,"[405, 57, 21, 0]"
406,1174.0,"[720, 405, 395, 381, 364, 247, 57, 48, 21, 0, 0]"
407,138.0,"[389, 233, 138, 57]"
408,853.0,"[720, 458, 405, 364, 362, 322, 61, 57, 16]"
409,230.0,"[720, 527, 405, 395, 387, 352, 342, 242, 162, 57]"
410,165.0,"[575, 562, 405, 395, 364, 352, 322, 278, 247, 162, 57, 21, 0]"
411,403.0,"[857, 288, 282, 281, 263, 92, 57, 34, 0, 0]"
412,795.0,"[405, 381, 364, 362, 352, 305, 61, 57, 21, 0, 0]"
413,288.0,"[562, 405, 395, 364, 288, 247, 242, 97, 57, 16, 0, 0]"
414,111.0,"[261, 247, 89, 57, 17, 16]"
415,359.0,"[458, 405, 388, 381, 364, 57, 21, 0]"
416,263.0,"[422, 405, 395, 364, 281, 97, 57, 16, 0]"
417,255.0,"[854, 63, 57, 19]"
418,280.0,"[405, 380, 364, 362, 310, 57, 48, 48, 0]"
419,426.0,"[527, 458, 405, 250, 242, 57]"
420,110.0,"[405, 381, 236, 57, 21, 0]"
421,288.0,"[522, 405, 57, 21, 0]"
422,132.0,"[486, 458, 270, 57, 21]"
423,288.0,"[405, 242, 57, 34]"
424,1893.0,"[405, 322, 288, 281, 242, 216, 182, 97, 61, 56, 0]"
425,1058.0,"[405, 395, 334, 111, 89, 41, 36, 27, 19, 16, 0]"
426,280.0,"[389, 387, 360, 159, 57, 46, 46, 32]"
427,484.0,"[882, 405, 347, 251, 196, 100, 80, 67, 53, 23, 21, 19]"
428,89.0,"[222, 44, 0]"
429,439.0,"[884, 692, 387, 147, 89, 67]"
430,303.0,"[884, 486, 393, 250, 203, 137, 52, 41, 40, 37, 36, 31, 21, 16, 0]"
431,255.0,"[395, 364, 362, 340, 331, 290, 61, 53, 40, 16, 0]"
432,999.0,"[902, 882, 353, 310, 274, 274, 232, 182, 93, 89, 87, 45, 42, 40, 27, 18, 0]"
433,231.0,"[340, 233, 175]"
434,2612.0,"[882, 720, 405, 395, 282, 233, 104, 67, 37, 0]"
435,926.0,"[304, 292, 290, 282, 251, 233, 71, 67, 60, 53, 0]"
436,400.0,"[720, 411, 395, 335, 288, 281, 233, 97, 0]"
437,5604.0,"[575, 405, 299, 231, 118, 116, 97, 61, 34, 0, 0]"
438,182.0,"[902, 46, 18]"
439,858.0,"[882, 274, 137, 40, 40, 21, 18]"
440,1391.0,"[882, 720, 353, 274, 196, 93, 88, 83, 41, 40, 40, 37, 32, 27, 22, 19, 0]"
441,1092.0,"[882, 364, 274, 213, 131, 105, 93, 83, 80, 57, 41, 40, 35, 16]"
442,922.0,"[882, 395, 274, 236, 137, 112, 27, 21, 20, 0]"
443,856.0,"[882, 395, 282, 274, 247, 233, 109, 100, 88, 67, 51, 41, 40, 37, 32, 27, 16, 0]"
444,1172.0,"[882, 575, 562, 525, 405, 341, 334, 251, 229, 81, 47, 40, 0]"
445,6191.0,"[882, 720, 405, 315, 72, 27, 21, 16, 0]"
446,950.0,"[882, 364, 229, 83, 42, 40, 36, 27, 16, 0]"
447,889.0,"[882, 720, 357, 276, 157, 27, 0]"
448,1086.0,"[223, 157, 72, 18]"
449,936.0,"[800, 405, 381, 213, 116, 100, 83, 80, 67, 27, 22, 0, 0, 0]"
450,5521.0,"[902, 720, 500, 393, 238, 236, 174, 116, 100, 93, 83, 74, 40]"
451,1879.0,"[882, 407, 375, 341, 274, 265, 247, 147, 112, 93, 81, 40, 30, 0]"
452,3292.0,"[884, 458, 305, 274, 180, 80, 75, 41, 36, 21, 0]"
453,16761.0,"[335, 276, 149, 93, 83, 72, 27, 0, 0]"
454,642.0,"[720, 525, 405, 364, 353, 305, 264, 61, 27, 17, 0]"
455,140.0,"[405, 336, 21, 16, 0]"
456,390.0,"[882, 230, 113, 111, 80, 71, 25, 23, 23, 21, 18]"
457,1503.0,"[882, 408, 345, 274, 233, 93, 72, 67, 31, 23, 17, 16]"
458,1526.0,"[882, 494, 486, 337, 274, 130, 100, 93, 61, 54, 27]"
459,1334.0,"[882, 720, 364, 352, 331, 276, 274, 238, 217, 177, 100, 93, 82, 82, 81, 70, 42, 41, 40, 16]"
460,91.0,"[562, 49, 31, 0]"
461,1420.0,"[274, 259, 238, 196, 93, 83, 40, 22, 17]"
462,1916.0,"[548, 407, 276, 274, 265, 131, 100, 83, 72, 41, 40, 36, 18, 16]"
463,1135.0,"[882, 486, 405, 384, 331, 282, 274, 263, 233, 200, 123, 72, 67, 30, 23, 0, 0]"
464,1454.0,"[884, 882, 378, 315, 295, 276, 274, 250, 236, 83, 72, 40, 32, 17, 16]"
465,1299.0,"[882, 381, 282, 242, 97, 93, 83, 82, 57, 43, 40, 27, 21, 0]"
466,818.0,"[882, 431, 407, 329, 276, 274, 177, 131, 103, 100, 93, 83, 40, 32, 18]"
467,478.0,"[882, 274, 266, 236, 212, 131, 115, 100, 83, 41, 40, 36, 18, 16]"
468,1488.0,"[882, 315, 274, 180, 172, 131, 83, 74, 41, 40, 35, 22, 16, 16]"
469,162.0,"[411, 405, 388, 364, 304, 257, 213, 97, 61, 48, 0, 0]"
470,605.0,"[882, 720, 276, 223, 213, 72, 39]"
471,234.0,"[525, 475, 242, 213]"
472,278.0,"[525, 242, 217, 213]"
473,325.0,"[902, 274, 122, 40, 38, 36, 23, 21, 20, 0]"
474,388.0,"[882, 720, 407, 340, 276, 274, 135, 51, 40, 36, 32, 20, 16]"
475,326.0,"[889, 364, 357, 259, 97, 87]"
476,874.0,"[882, 692, 405, 263, 251, 203, 189, 180, 160, 149, 111, 97, 93, 80, 67, 27, 13, 0, 0]"
477,173.0,"[575, 368]"
478,134.0,"[857, 534, 368, 354, 288, 270, 261, 247, 82, 31, 16, 0, 0, 0]"
479,379.0,"[882, 403, 339, 149, 111, 97, 27, 23, 0]"
480,1246.0,"[720, 494, 405, 357, 345, 337, 322, 266, 225, 117, 100, 93, 89, 74, 42, 41, 40, 36, 23]"
481,1276.0,"[295, 251, 242, 236, 36, 30, 21]"
482,623.0,"[720, 367, 284, 274, 157, 98, 97, 61, 40, 0]"
483,557.0,"[902, 157, 133, 27]"
484,409.0,"[882, 411, 337, 304, 251, 157, 100, 91, 32, 21, 0]"
485,242.0,"[882, 297, 274, 180, 60]"
486,97.0,"[882, 456, 261, 233, 180, 111, 82, 80, 70, 48, 46, 41, 23, 21]"
487,290.0,"[882, 575, 431, 378, 251, 180, 177, 43, 34, 21, 0]"
488,427.0,"[882, 403, 252, 182, 97, 72, 61, 34, 27, 0]"
489,339.0,"[720, 364, 318, 182, 157, 87, 61, 40, 16]"
490,784.0,"[882, 395, 189, 149, 93, 19, 17, 0]"
491,431.0,"[692, 356, 43, 30, 27, 21, 18, 0]"
492,856.0,"[902, 692, 458, 431, 274, 140, 71, 60, 21]"
493,356.0,"[357, 274, 247, 46, 27, 21, 0]"
494,6361.0,"[902, 720, 361, 274, 247, 183, 81, 36, 18, 0]"
495,333.0,"[692, 458, 276, 189, 81, 72, 21]"
496,52.0,"[405, 39]"
497,177.0,"[405, 247, 163, 162, 73, 0]"
498,449.0,"[882, 318, 293, 182]"
499,834.0,"[304, 91, 48, 46, 27, 21, 0, 0]"
500,485.0,"[242, 117, 48, 27, 0]"
501,159.0,"[884, 882, 654, 405, 123, 67, 27, 23, 21, 0]"
502,323.0,"[889, 628, 405, 236, 234, 219, 131, 72, 21, 17, 15]"
503,1547.0,"[720, 364, 251, 180, 29, 0]"
504,960.0,"[882, 318, 150, 52, 16]"
505,219.0,"[720, 405, 364, 97, 61, 17, 0]"
506,3914.0,"[562, 405, 395, 364, 288, 97, 16, 0]"
507,756.0,"[720, 562, 405, 395, 364, 340, 335, 288, 247, 242, 97, 80, 61, 25, 16, 0, 0]"
508,500.0,"[562, 405, 366, 364, 270, 242, 97, 16, 0]"
509,128.0,"[882, 494, 324, 81, 41, 40, 16]"
510,527.0,"[882, 584, 575, 560, 334, 251, 111, 74, 30, 21, 17, 0]"
511,575.0,"[720, 525, 405, 395, 364, 339, 335, 270, 263, 242, 162, 152, 97, 16, 0, 0]"
512,287.0,"[882, 274, 167, 131, 66, 27, 21]"
513,283.0,"[882, 305, 50, 21, 0, 0]"
514,232.0,"[882, 452, 52, 43, 23, 19, 0]"
515,189.0,"[882, 720, 299, 172, 72, 32, 21, 16]"
516,196.0,"[720, 329, 242, 213, 178, 27, 0, 0]"
517,162.0,"[720, 673, 271, 242, 100, 72, 43]"
518,844.0,"[882, 800, 290, 149, 89, 63, 0]"
519,270.0,"[72, 43, 32]"
520,342.0,"[882, 720, 329, 276, 149, 83, 27, 0, 0]"
521,755.0,"[902, 387, 370, 189, 48, 17, 0]"
522,117.0,"[720, 720, 364, 343, 304, 288, 203, 174, 163, 97, 62, 61, 0]"
523,1168.0,"[882, 458, 405, 364, 361, 318, 251, 242, 190, 180, 97, 61, 21, 0]"
524,399.0,"[882, 720, 364, 343, 339, 299, 111, 88, 63, 61, 52, 16, 0]"
525,526.0,"[625, 496, 405, 364, 304, 257, 253, 250, 242, 0]"
526,1881.0,"[882, 562, 255, 242, 111, 61, 57, 36, 21, 16]"
527,224.0,"[433, 405, 342, 225, 97, 61]"
528,238.0,"[882, 575, 388, 48, 40, 36, 27, 0, 0]"
529,676.0,"[902, 654, 352, 342, 318, 274, 254, 251, 241, 212, 148, 25, 23, 21, 0]"
530,821.0,"[896, 573, 567, 464, 405, 354, 353, 180, 93, 67, 36, 34, 30, 21, 0]"
531,456.0,"[882, 276, 219, 195, 62, 41, 19]"
532,548.0,"[405, 257, 242, 40]"
533,1434.0,"[882, 274, 263, 80, 67, 40, 25, 0]"
534,1407.0,"[405, 364, 35, 0]"
535,438.0,"[720, 405, 364, 97, 61, 17]"
536,213.0,"[902, 720, 366, 0, 0]"
537,416.0,"[882, 525, 458, 347, 251, 72, 67, 48, 46, 21, 0]"
538,1587.0,"[882, 345, 315, 251, 227, 148, 148, 131, 98, 97, 91, 83, 74, 72, 27, 0]"
539,200.0,"[720, 654, 380, 251, 237, 100, 40, 31, 0]"
540,1814.0,"[902, 884, 364, 234, 223, 72, 62, 27, 18, 18, 16, 0]"
541,898.0,"[635, 411, 364, 362, 351, 341, 282, 276, 265, 222, 209, 62, 27, 16, 0]"
542,436.0,"[692, 295, 274, 251, 62, 46, 36, 30, 21, 0]"
543,537.0,"[405, 393, 322, 242, 62, 21, 0]"
544,281.0,"[447, 405, 335, 322, 253, 242, 62, 34, 32]"
545,210.0,"[405, 393, 335, 250, 242, 62, 49, 32, 0]"
546,170.0,"[405, 335, 288, 242, 62, 61, 43, 0]"
547,292.0,"[405, 364, 322, 97, 62, 61, 50, 0]"
548,209.0,"[405, 251, 242, 66, 62, 40, 30, 19]"
549,626.0,"[691, 562, 500, 458, 405, 395, 364, 362, 288, 97, 62, 21, 0]"
550,213.0,"[322, 179, 93]"
551,355.0,"[882, 612, 562, 525, 397, 364, 315, 196, 185, 148, 77, 0]"
552,519.0,"[882, 342, 274, 192, 148, 98, 97, 72, 66, 45, 27, 0]"
553,386.0,"[720, 436, 61, 40, 34, 27, 0, 0]"
554,517.0,"[673, 562, 550, 276, 271, 247, 173, 100, 32]"
555,773.0,"[882, 558, 431, 304, 93, 34, 27, 0]"
556,642.0,"[882, 691, 612, 562, 431, 281, 274, 180, 111, 100, 97, 82, 72, 37, 36, 25, 22, 21, 17, 0]"
557,163.0,"[394, 247, 242, 152, 87, 50, 41, 40, 33, 16, 0]"
558,270.0,"[720, 525, 274, 242, 242, 40, 27, 0]"
559,931.0,"[882, 562, 315, 280, 276, 192, 148, 100, 98, 97, 40]"
560,607.0,"[882, 673, 562]"
561,199.0,"[882, 405, 315, 88, 27, 0]"
562,146.0,"[562, 315, 242, 53, 45, 43]"
563,124.0,"[882, 612, 560, 553, 375, 351, 282, 237, 174, 149, 125, 49, 40, 40, 23, 0, 0, 0]"
564,129.0,"[458, 395, 274, 174, 93, 21]"
565,961.0,"[720, 388, 242, 148, 131, 83, 66, 40, 23, 16]"
566,255.0,"[567, 562, 411, 405, 395, 364, 338, 304, 288, 242, 97, 0]"
567,314.0,"[720, 691, 351, 337, 67, 16, 0]"
568,1569.0,"[458, 276, 219, 0]"
569,498.0,"[720, 315, 274, 172, 67, 40, 23]"
570,87.0,"[562, 405, 364, 288, 97, 0]"
571,235.0,"[322, 295, 72, 32, 21, 19]"
572,233.0,"[889, 884, 367, 46, 41, 40, 23, 21, 20]"
573,150.0,"[692, 458, 251, 242, 111, 60, 31, 21, 0]"
574,265.0,"[405, 77, 74, 46, 28]"
575,323.0,"[882, 431, 353, 322, 275, 274, 251, 60, 46, 21, 0]"
576,223.0,"[882, 364, 351, 209, 57, 40, 32, 20, 16, 0, 0]"
577,16.0,"[341, 282, 276, 265, 27, 16, 0]"
578,392.0,"[882, 625, 357, 351, 274, 230, 72, 40, 23, 21, 0, 0]"
579,348.0,"[882, 500, 486, 458, 282, 265, 252, 182, 111, 72, 36, 23, 21, 0]"
580,181.0,"[882, 32, 30]"
581,1591.0,"[857, 364, 274, 120, 97, 29, 27, 18, 0]"
582,174.0,"[902, 458, 337, 111, 93, 92, 21, 16]"
583,1662.0,"[882, 364, 280, 278, 265, 150, 66, 40, 0, 0]"
584,484.0,"[902, 280, 147, 100, 29, 25, 23, 0]"
585,178.0,"[353, 352, 175, 46, 28]"
586,74.0,"[500, 408, 405]"
587,230.0,"[882, 553, 351, 44, 0]"
588,234.0,"[405, 71, 0]"
589,355.0,"[882, 720, 575, 405, 351, 335, 115, 93, 0]"
590,1009.0,"[720, 347, 282, 229, 97, 91, 32, 27, 23, 21, 16, 0]"
591,105.0,"[405, 43, 34, 21, 17, 0]"
592,160.0,"[405, 387, 34, 21]"
593,503.0,"[720, 494, 360, 353, 320, 271, 242, 72, 34, 0]"
594,118.0,"[93, 38, 21]"
595,191.0,"[231, 42, 30, 21]"
596,429.0,"[882, 353, 252, 236, 98, 93, 43, 36, 31, 30, 21]"
597,468.0,"[882, 357, 352, 242, 231, 206, 43, 40, 27, 21, 0]"
598,295.0,"[882, 405, 115, 44, 40, 25, 23, 19, 17]"
599,323.0,"[562, 529, 411, 405, 364, 288, 247, 242, 97, 0]"
600,347.0,"[720, 575, 405, 378, 304, 247, 201, 44, 21]"
601,271.0,"[567, 562, 395, 364, 288, 0]"
602,451.0,"[691, 562, 447, 405, 364, 242, 97, 0, 0, 0]"
603,407.0,"[405, 333, 242, 199, 0]"
604,772.0,"[720, 691, 405, 395, 388, 381, 364, 288, 257, 250, 247, 236, 97, 0, 0, 0]"
605,338.0,"[405, 403, 370, 364, 322, 242, 238, 97, 61, 27, 0]"
606,572.0,"[720, 673, 654, 553, 405, 364, 304, 288, 261, 257, 97, 97, 46, 0, 0]"
607,613.0,"[720, 691, 562, 405, 389, 364, 242, 233, 201, 97, 93, 89, 0, 0]"
608,460.0,"[720, 405, 388, 364, 335, 322, 263, 247, 242, 236, 97, 26, 16, 0, 0]"
609,483.0,"[529, 405, 242, 180, 0]"
610,405.0,"[720, 405, 242]"
611,185.0,"[720, 405, 320, 238, 180, 89, 40]"
612,1305.0,"[902, 395, 305, 274, 247, 219, 100, 78, 60, 40, 18]"
613,372.0,"[548, 405, 322, 257, 246, 187, 98, 60, 50, 13, 1, 0, 0]"
614,562.0,"[882, 393, 380, 364, 276, 270, 251, 242, 157, 131, 97, 88, 23, 0]"
615,114.0,"[720, 40, 0]"
616,599.0,"[654, 575, 562, 405, 395, 364, 263, 257, 97, 42, 0, 0]"
617,178.0,"[654, 405, 18]"
618,278.0,"[720, 405, 388, 364, 322, 304, 288, 281, 242, 179, 0]"
619,223.0,"[902, 882, 336, 275, 274, 236, 180, 23]"
620,632.0,"[882, 342, 228, 40, 39]"
621,184.0,"[720, 411, 353, 30, 27, 0, 0]"
622,164.0,"[882, 720, 654, 261, 131, 40, 0]"
623,107.0,"[411, 333, 274, 61, 43, 32, 21]"
624,297.0,"[575, 405, 354, 251, 247, 242, 179, 75, 75, 66, 62, 46, 35, 19, 0]"
625,320.0,"[575, 405, 331, 247, 152, 51, 18, 0]"
626,84.0,"[691, 405, 364, 288, 247, 0]"
627,417.0,"[575, 299, 247, 61, 43, 0]"
628,91.0,"[717, 405, 364, 236, 97, 21, 16, 0]"
629,205.0,"[395, 304, 100, 67, 60, 21]"
630,422.0,"[405, 337, 336, 318, 316, 282, 274, 250, 232, 100, 100, 67, 53, 40, 27, 21, 16, 0, 0]"
631,219.0,"[340, 124, 0, 0]"
632,315.0,"[882, 408, 395, 364, 263, 247, 182, 133, 97, 16, 0, 0]"
633,403.0,"[654, 456, 304, 288, 247, 89, 63, 41, 19]"
634,8624.0,"[857, 525, 395, 364, 335, 299, 288, 247, 238, 98, 16, 0, 0]"
635,4471.0,"[884, 673, 654, 395, 387, 364, 342, 340, 288, 247, 97, 80, 75, 53, 50, 25, 0]"
636,303.0,"[882, 525, 395, 364, 335, 288, 247, 165, 97, 48, 46, 44, 41, 25, 16, 0, 0]"
637,158.0,"[882, 405, 345, 274, 100, 40, 40, 0]"
638,114.0,"[884, 654, 405, 335, 304, 128, 111, 43, 21]"
639,156.0,"[720, 337, 274, 100, 93, 41, 40]"
640,338.0,"[562, 345, 276, 274, 74, 41, 40, 16]"
641,360.0,"[882, 558, 242, 196, 174, 40, 32, 30, 25]"
642,57.0,"[80, 46, 41, 40, 21]"
643,288.0,"[720, 575, 357, 337, 335, 276, 261, 237, 93, 77, 72, 27, 0, 0]"
644,667.0,"[882, 296, 274, 160, 57, 47, 23, 0, 0]"
645,121.0,"[692, 378, 333, 304, 71, 53, 52, 41, 27, 21, 0]"
646,34.0,"[882, 274, 233, 199, 72, 60, 41, 36, 23]"
647,169.0,"[562, 304, 236, 30, 21]"
648,439.0,"[882, 720, 625, 575, 573, 405, 347, 274, 100, 41, 32, 23, 23, 19, 0]"
649,156.0,"[562, 525, 315, 276, 72, 41]"
650,524.0,"[388, 370, 337, 242, 157, 97, 66, 61, 41, 27, 0]"
651,495.0,"[562, 553, 529, 405, 395, 364, 354, 270, 257, 228, 180, 80, 0, 0]"
652,330.0,"[562, 389, 381, 364, 288, 242, 98, 97, 61, 32, 16, 0]"
653,1165.0,"[882, 364, 274, 251, 231, 230, 149, 147, 127, 109, 100, 83, 75, 61, 41, 40, 36, 0]"
654,1335.0,"[889, 339, 286, 251, 103, 82, 51, 40, 25]"
655,162.0,"[882, 575, 354, 304, 282, 247, 212, 56, 48, 27, 25, 5, 0]"
656,563.0,"[390, 280, 66, 61, 60, 53, 30, 16, 0]"
657,218.0,"[882, 458, 347, 180, 111, 100, 25, 21, 18, 10, 0]"
658,19.0,"[911, 882, 673, 393, 364, 282, 157, 97, 70, 50, 36, 30, 27, 23, 0]"
659,461.0,"[882, 575, 431, 364, 352, 274, 189, 131, 97, 93, 0]"
660,364.0,"[720, 27, 25, 0]"
661,554.0,"[882, 720, 575, 394, 388, 261, 83, 33, 0]"
662,422.0,"[882, 562, 353, 242, 40, 37, 25, 0]"
663,258.0,"[884, 882, 274, 251, 242, 111, 100, 75, 40, 30, 27]"
664,212.0,"[882, 720, 560, 100, 32, 25, 21]"
665,314.0,"[882, 720, 691, 500, 500, 368, 318, 274, 72, 40, 37, 30, 25, 0]"
666,796.0,"[882, 673, 315, 274, 242, 148, 72, 43, 36, 25, 17]"
667,404.0,"[884, 882, 673, 357, 353, 342, 251, 242, 148, 97, 60, 40, 25]"
668,324.0,"[882, 337, 336, 335, 274, 212, 80, 57, 40, 32, 23, 0]"
669,106.0,"[902, 300, 100, 40, 36, 25, 21]"
670,250.0,"[882, 251, 236, 131, 66, 36, 30, 25, 21, 19, 0]"
671,206.0,"[882, 575, 282, 261, 180, 97, 74, 43, 36, 27, 25, 0]"
672,419.0,"[902, 274, 180, 174, 100, 27, 18, 0]"
673,534.0,"[562, 405, 364, 342, 242, 97, 61, 30, 0, 0]"
674,378.0,"[882, 251, 242, 103, 97, 97, 75, 40, 32, 22, 0]"
675,1051.0,"[411, 295, 251, 250, 56, 40, 35, 30, 29]"
676,159.0,"[882, 575, 265, 152, 21, 0, 0]"
677,215.0,"[562, 276, 242, 100, 97, 72, 16]"
678,412.0,"[882, 351, 274, 260, 180, 40, 37, 32, 16]"
679,360.0,"[388, 251, 180, 97, 61, 40, 0, 0]"
680,156.0,"[72, 62, 57, 51, 0]"
681,431.0,"[902, 720, 276, 274, 100, 97, 61]"
682,229.0,"[902, 508, 356, 180, 91, 72, 60, 18, 16]"
683,82.0,"[882, 352, 274, 60, 36, 27, 21, 16, 0]"
684,148.0,"[882, 405, 295, 32, 21, 21]"
685,310.0,"[882, 152, 115, 100, 93, 74, 27, 16, 0, 0]"
686,217.0,"[720, 525, 242, 93, 27, 0]"
687,247.0,"[882, 115, 72, 36, 27, 18, 0]"
688,89.0,"[387, 318, 274, 92, 91, 46, 23, 21]"
689,95.0,"[882, 378, 251, 149, 93, 40, 21, 13, 0]"
690,187.0,"[405, 250, 93, 58, 0]"
691,730.0,"[405, 364, 342, 335, 322, 288, 251, 247, 242, 97, 80, 0]"
692,362.0,"[884, 573, 449, 387, 116, 97, 0]"
693,655.0,"[882, 691, 388, 274, 251, 242, 40, 36, 16, 0]"
694,342.0,"[720, 251, 61]"
695,290.0,"[352, 75]"
696,749.0,"[896, 304, 180, 75, 60, 45, 27, 21, 0]"
697,150.0,"[387, 270, 231, 83]"
698,745.0,"[882, 405, 282, 274, 251, 218, 72, 70, 36, 27, 23, 21, 19, 0]"
699,183.0,"[573, 458, 212, 149, 32, 21]"
700,827.0,"[882, 274, 148, 147]"
701,338.0,"[882, 351, 329, 274, 263, 238, 195, 40, 39, 32, 29, 25, 25, 21]"
702,226.0,"[882, 692, 284, 274, 242, 111, 72, 62, 61, 27, 21, 0]"
703,224.0,"[882, 405, 318, 315, 93, 67, 32, 21]"
704,2359.0,"[882, 494, 411, 364, 356, 265, 251, 115, 100, 97, 50, 40, 31, 19, 15]"
705,399.0,"[882, 525, 499, 274, 251, 160, 98, 40, 23, 21, 0]"
706,409.0,"[63, 37]"
707,279.0,"[882, 393, 322, 318, 251, 72, 69, 62, 42, 30, 21, 0]"
708,83.0,"[882, 411, 251, 18, 13, 0]"
709,87.0,"[882, 97, 85, 67]"
710,606.0,"[882, 720, 174, 60, 27, 23, 0]"
711,296.0,"[562, 525, 403, 377, 365, 362, 97, 62, 16, 0, 0]"
712,67.0,"[882, 720, 673, 403, 364, 351, 227, 149, 115, 48, 40, 27, 19, 16, 13, 0]"
713,262.0,"[403, 364, 115, 100, 87, 83, 40, 30, 0]"
714,255.0,"[692, 403, 78, 48, 27, 0]"
715,195.0,"[720, 387, 364, 288, 247, 97, 61]"
716,261.0,"[720, 405, 381, 364, 322, 139, 97, 66, 61, 0]"
717,365.0,"[431, 364, 322, 318, 97, 48, 24, 13, 0]"
718,106.0,"[882, 374, 271, 268, 251, 250, 148, 97, 93, 18]"
719,383.0,"[882, 720, 573, 373, 335, 300, 282, 274, 212, 97, 80, 40, 23, 21, 0]"
720,662.0,"[720, 405, 393, 335, 224, 91, 83, 80, 46, 21, 0]"
721,778.0,"[720, 393, 364, 305, 257, 100, 40]"
722,979.0,"[882, 720, 500, 413, 364, 274, 83, 61, 39]"
723,549.0,"[882, 720, 403, 315, 305, 97, 83, 40, 32, 17, 16, 16]"
724,395.0,"[882, 228, 148, 40, 36]"
725,180.0,"[263, 153, 57, 21]"
726,520.0,"[575, 405, 180, 61, 50, 21]"
727,88.0,"[405, 364, 340, 133, 97, 50, 25, 0]"
728,256.0,"[405, 381, 247, 57, 50]"
729,443.0,"[405, 387, 250, 50, 48, 21]"
730,98.0,"[882, 720, 692, 362, 274, 233, 148, 100, 21, 0]"
731,126.0,"[500, 405, 286, 242, 160, 100, 62, 57, 36, 30]"
732,530.0,"[882, 575, 573, 354, 304, 288, 281, 261, 247, 203, 61, 50, 0]"
733,304.0,"[720, 562, 405, 354, 284, 241, 212, 97, 50, 42, 0]"
734,243.0,"[575, 405, 364, 258, 61, 50, 0]"
735,352.0,"[720, 405, 364, 340, 335, 288, 258, 236, 233, 200, 97, 61, 54, 48, 16, 0]"
736,146.0,"[405, 183, 61, 48, 21, 0]"
737,132.0,"[405, 233, 201, 50]"
738,502.0,"[575, 405, 395, 388, 381, 364, 261, 233, 165, 94, 48, 46, 0]"
739,509.0,"[529, 405, 364, 250, 242, 97, 61, 50, 43, 16, 0]"
740,308.0,"[614, 575, 405, 288, 258, 242, 61, 50]"
741,432.0,"[882, 720, 334, 276, 271, 194, 180, 148, 100, 40, 36]"
742,470.0,"[720, 562, 304, 274, 213, 116, 83, 72, 57, 57, 37, 30, 27, 21, 16, 16, 0]"
743,306.0,"[720, 213, 97, 93, 40, 36, 27, 22, 16, 16, 0]"
744,295.0,"[720, 227, 213, 100, 93, 56, 40]"
745,601.0,"[612, 500, 356, 315, 213, 97, 51, 40, 27, 16, 0]"
746,314.0,"[720, 562, 334, 323, 276, 274, 213, 40, 36, 16, 0]"
747,299.0,"[381, 370, 322, 288, 258, 97, 61, 42, 0, 0]"
748,142.0,"[575, 452, 405, 250, 247, 97]"
749,124.0,"[493, 405, 395, 354, 340, 288, 261, 0, 0]"
750,241.0,"[882, 575, 573, 553, 395, 286, 200, 13]"
751,198.0,"[486, 61, 50, 46]"
752,1050.0,"[882, 381, 380, 116, 80, 25, 16]"
753,885.0,"[882, 347, 149, 149, 131, 115, 97, 93, 82, 61, 40, 16]"
754,1240.0,"[882, 242, 149, 83, 81, 30, 27, 21, 0]"
755,989.0,"[882, 274, 227, 79, 18]"
756,851.0,"[882, 589, 405, 370, 367, 333, 322, 274, 265, 251, 131, 89, 82, 40, 23, 23, 22]"
757,591.0,"[882, 405, 260, 250, 233, 229, 182, 180, 149, 111, 72, 67, 40, 16, 0]"
758,365.0,"[882, 339, 299, 274, 269, 267, 252, 229, 115, 93, 83, 27, 16, 0]"
759,1557.0,"[720, 335, 274, 229, 213, 97, 72, 54, 16, 16]"
760,1521.0,"[882, 720, 364, 274, 259, 242, 93, 93, 83, 60, 41, 40, 27, 21, 0, 0]"
761,568.0,"[882, 320, 274, 236, 174, 36, 27, 0]"
762,199.0,"[882, 720, 525, 502, 364, 335, 322, 274, 246, 115, 72, 61, 27, 0]"
763,296.0,"[720, 500, 405, 335, 192, 167, 80, 72, 61, 37, 27]"
764,423.0,"[654, 261, 235, 167, 100, 97, 91, 83, 40, 30, 15, 0]"
765,833.0,"[882, 381, 356, 251, 111, 100, 80, 67, 25, 0]"
766,1204.0,"[882, 500, 395, 265, 219, 180, 149, 115, 93, 83, 46, 19]"
